CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore
7001193,7174,14,29,Third Party Partner,Salaried,Graduate,Male,3,VP,1,Married,34161,0,,1025855,West,Half Yearly,3,3
7001194,3415,3,17,Agent,Small Business,Diploma,Male,3,Manager,1,Married,20087,1,7,515633,North,Half Yearly,0,1
7001195,2679,13,,Third Party Partner,Salaried,MBA,Fe male,4,Executive,4,Married,17863,0,5,380482,West,Yearly,0,1
7001196,3037,6,,Agent,Small Business,UG,Male,3,Manager,5,Married,17863,0,1,406919,North,Half Yearly,4,3
7001197,2914,3,6,Online,Small Business,Under Graduate,Male,3,Exe,3,Unmarried,17144,0,4,,West,Half Yearly,4,3
7001198,3794,15,,Online,Small Business,UG,Male,3,Executive,5,Married,18065,1,9,717000,West,Half Yearly,3,1
7001199,3918,4,,Online,Salaried,Graduate,Male,1,Executive,4,Married,17810,0,2,607321,North,Monthly,2,5
7001200,4480,27,27,Agent,Small Business,Diploma,Male,3,Senior Manager,1,Single,24888,0,11,855649,West,Half Yearly,1,5
7001201,2599,5,10,Agent,Small Business,Under Graduate,Male,3,Senior Manager,3,Married,23628,0,4,353475,West,Half Yearly,1,1
7001202,3037,18,,Agent,Small Business,UG,Male,3,Executive,5,Unmarried,17867,0,1,525468,North,Half Yearly,6,5
7001203,2648,5,3,Agent,Salaried,Graduate,Male,3,Manager,5,Married,20373,0,1,275443,West,Half Yearly,2,3
7001204,4117,4,4,Online,Small Business,Under Graduate,Female,3,Manager,1,Married,21667,0,7,745128,West,Half Yearly,2,3
7001205,4801,29,19,Third Party Partner,Salaried,Graduate,Male,5,Manager,5,Married,20003,0,5,547282,West,Yearly,7,1
7001206,3647,,15,Agent,Large Business,Engineer,Male,4,Executive,1,Married,17367,0,2,630943,West,Yearly,3,3
7001207,1964,10,,Agent,Salaried,Graduate,Male,4,Executive,5,Unmarried,17858,0,1,392876,West,Yearly,0,3
7001208,4849,15,24,Agent,Salaried,Graduate,Female,3,Manager,1,Married,20204,1,6,751589,West,Half Yearly,9,4
7001209,3821,4,11,Agent,Small Business,Diploma,Male,3,Manager,1,Single,19105,0,5,485267,West,Half Yearly,7,1
7001210,5923,12,24,Agent,Salaried,Graduate,Male,4,Manager,1,Single,24679,0,9,1166823,West,Yearly,0,1
7001211,4742,24,28,Third Party Partner,Small Business,Diploma,Male,3,Manager,1,Married,20617,1,2,569029,North,Half Yearly,8,3
7001212,4072,8,16,Agent,Salaried,Graduate,Male,3,Senior Manager,5,Single,25448,1,5,610752,North,Half Yearly,2,3
7001213,4116,4,,Agent,Salaried,Graduate,Fe male,3,Manager,3,Married,17897,0,7,522771,North,Half Yearly,3,5
7001214,4194,25,25,Third Party Partner,Salaried,Graduate,Male,3,Manager,3,Married,20968,0,3,696138,West,Half Yearly,8,5
7001215,4277,26,4,Agent,Salaried,Graduate,Male,3,Senior Manager,3,Married,22510,0,7,722796,East,Half Yearly,9,1
7001216,2699,11,,Third Party Partner,Salaried,Post Graduate,Male,3,Executive,4,Married,17991,1,5,480360,West,Half Yearly,2,1
7001217,6581,13,7,Agent,Salaried,MBA,Male,1,VP,4,Married,34636,1,,921318,North,Monthly,4,5
7001218,2581,3,13,Agent,Small Business,Under Graduate,Female,5,Executive,1,Married,16129,1,1,260645,West,Yearly,0,5
7001219,4251,21,21,Agent,Small Business,Diploma,Male,3,AVP,5,Single,28341,0,7,497385,North,Half Yearly,10,1
7001220,4253,13,21,Online,Salaried,Graduate,Male,4,Manager,3,Single,19332,0,11,663474,West,Yearly,7,3
7001221,3124,16,6,Online,Small Business,Under Graduate,Female,3,Senior Manager,3,Married,26031,0,1,540404,West,Half Yearly,8,1
7001222,2722,16,16,Agent,Small Business,UG,Fe male,3,Manager,5,Single,19440,1,3,326592,North,Half Yearly,4,1
7001223,4708,24,14,Agent,Salaried,Graduate,Male,4,Manager,3,Single,19617,0,6,503765,West,Yearly,2,3
7001224,1765,,9,Agent,Salaried,Post Graduate,Male,3,Executive,1,Unmarried,17647,0,4,199411,North,Half Yearly,4,5
7001225,3838,23,12,Third Party Partner,Laarge Business,Engineer,Female,3,Manager,3,Married,21323,0,10,660160,North,Half Yearly,4,3
7001226,4135,17,4,Agent,Small Business,Diploma,Female,3,Manager,4,Married,20677,0,12,657529,North,Half Yearly,10,3
7001227,3609,18,4,Agent,Salaried,MBA,Female,3,Exe,4,Married,17187,0,2,,West,Half Yearly,2,4
7001228,3375,10,3,Agent,Small Business,UG,Male,3,Executive,4,Married,18748,0,1,668179,North,Half Yearly,7,5
7001229,4175,17,17,Agent,Salaried,Post Graduate,Male,3,Executive,3,Married,18977,1,5,484293,West,Half Yearly,2,5
7001230,3781,19,8,Agent,Small Business,Under Graduate,Male,3,Senior Manager,3,Single,23633,0,1,484004,West,Half Yearly,11,3
7001231,2721,14,3,Online,Small Business,Under Graduate,Male,4,Exe,3,Married,17008,0,1,,West,Yearly,0,
7001232,3499,10,14,Agent,Salaried,Graduate,Male,3,Manager,4,Married,19440,0,4,549374,West,Half Yearly,8,4
7001233,2891,14,,Agent,Salaried,Graduate,Male,3,Executive,3,Married,18067,0,5,338214,West,Half Yearly,2,4
7001234,2845,11,11,Third Party Partner,Salaried,Graduate,Male,4,Manager,3,Married,20321,0,3,512089,North,Yearly,7,4
7001235,2245,4,9,Agent,Salaried,Graduate,Male,3,Manager,5,Married,20410,1,6,395138,West,Half Yearly,2,1
7001236,3023,15,,Agent,Salaried,Graduate,Male,3,Executive,1,Married,17782,0,1,462510,North,Half Yearly,0,1
7001237,4852,24,5,Online,Small Business,Under Graduate,Female,3,Senior Manager,4,Married,26957,0,3,805475,North,Half Yearly,12,5
7001238,4062,,12,Agent,Small Business,UG,Male,3,Executive,3,Married,17660,1,4,523972,West,Half Yearly,2,5
7001239,2573,3,,Agent,Salaried,Graduate,Male,3,Executive,3,Single,18375,0,8,352433,North,Half Yearly,2,3
7001240,4020,20,12,Agent,Small Business,Under Graduate,Male,3,Manager,3,Single,20098,0,5,594901,West,Half Yearly,8,4
7001241,1988,2,2,Agent,Small Business,Under Graduate,Fe male,3,Manager,1,Married,19878,1,1,377682,North,Half Yearly,1,1
7001242,3032,9,,Agent,Salaried,Graduate,Fe male,4,Executive,4,Unmarried,17837,0,5,339616,West,Yearly,1,3
7001243,1741,,2,Agent,Salaried,Graduate,Male,3,Executive,1,Married,17406,0,2,236722,West,Half Yearly,0,1
7001244,2072,8,4,Agent,Small Business,Under Graduate,Male,4,Executive,4,Married,17269,0,4,319131,North,Yearly,2,1
7001245,4777,5,24,Agent,Salaried,Graduate,Male,3,Manager,1,Single,19108,0,1,554132,West,Half Yearly,7,4
7001246,5923,6,18,Agent,Small Business,Under Graduate,Female,5,Senior Manager,3,Married,28206,0,6,900336,West,Yearly,11,1
7001247,2542,10,5,Agent,Small Business,Diploma,Female,3,Senior Manager,1,Married,25422,0,1,406752,West,Half Yearly,7,5
7001248,3449,7,7,Agent,Salaried,Graduate,Female,1,Senior Manager,1,Married,28744,1,2,389769,West,Monthly,8,1
7001249,2190,4,2,Agent,Salaried,Post Graduate,Fe male,3,Manager,3,Married,19907,1,1,409487,West,Half Yearly,4,1
7001250,3881,16,,Online,Salaried,Graduate,Male,3,Executive,1,Married,18482,0,2,609352,West,Half Yearly,0,1
7001251,2615,,5,Agent,Small Business,Under Graduate,Male,3,Executive,1,Unmarried,17436,1,2,389695,West,Half Yearly,2,4
7001252,4345,,9,Agent,Small Business,Under Graduate,Male,3,Executive,5,Unmarried,17380,1,7,630025,West,Half Yearly,2,1
7001253,7231,29,29,Online,Salaried,Graduate,Male,3,VP,1,Single,34431,0,,1287031,West,Half Yearly,3,4
7001254,2015,2,10,Third Party Partner,Small Business,Diploma,Male,3,Executive,5,Married,16790,0,3,,West,Half Yearly,0,
7001255,3170,16,19,Agent,Small Business,Under Graduate,Female,4,Senior Manager,1,Married,22644,0,6,466014,North,Yearly,4,3
7001256,3422,17,17,Third Party Partner,Salaried,Graduate,Female,3,Manager,4,Married,20131,0,2,588630,North,Half Yearly,2,3
7001257,3622,22,4,Online,Salaried,Graduate,Male,3,Manager,3,Married,21306,0,7,608499,West,Half Yearly,9,3
7001258,4353,9,26,Agent,Small Business,Under Graduate,Male,3,Executive,1,Married,19787,1,2,596380,West,Half Yearly,2,3
7001259,5082,10,30,Agent,Salaried,Graduate,Male,3,VP,3,Married,33880,0,,940170,West,Half Yearly,14,3
7001260,2254,,7,Agent,Large Business,Engineer,Male,3,Executive,3,Married,17339,0,5,236677,North,Half Yearly,8,4
7001261,3143,19,3,Agent,Salaried,Graduate,Female,4,AVP,4,Married,28570,0,4,490261,West,Yearly,10,5
7001262,3040,6,15,Agent,Small Business,Diploma,Female,4,Manager,3,Married,21712,0,2,392119,North,Yearly,7,5
7001263,2245,2,4,Online,Small Business,Diploma,Male,5,Manager,1,Married,20406,0,2,419751,West,Yearly,11,1
7001264,3591,11,14,Agent,Salaried,Graduate,Male,4,Manager,4,Married,23938,0,4,603238,West,Yearly,4,3
7001265,4360,,22,Agent,Large Business,Engineer,Male,3,Executive,5,Unmarried,17439,0,2,854511,North,Half Yearly,2,1
7001266,3576,4,18,Agent,Salaried,Graduate,Female,3,Senior Manager,1,Single,23837,1,2,454095,West,Half Yearly,7,1
7001267,4679,9,28,Agent,Salaried,Graduate,Female,3,Manager,1,Married,20343,0,12,626971,North,Half Yearly,9,4
7001268,3476,17,3,Third Party Partner,Salaried,Graduate,Male,3,Manager,3,Married,21728,0,2,625766,North,Half Yearly,1,3
7001269,3681,15,11,Agent,Small Business,Diploma,Female,4,Manager,1,Married,21652,0,3,533722,North,Yearly,0,1
7001270,2779,6,8,Agent,Salaried,Graduate,Fe male,3,Manager,3,Single,19850,0,7,277900,West,Half Yearly,1,1
7001271,3028,12,,Agent,Salaried,Graduate,Male,4,Executive,3,Unmarried,17809,0,1,348166,West,Yearly,2,5
7001272,4345,22,26,Third Party Partner,Salaried,Graduate,Male,3,Manager,3,Married,20689,1,1,842870,North,Half Yearly,2,3
7001273,4080,20,24,Agent,Small Business,Under Graduate,Female,3,Executive,3,Married,17001,0,8,,North,Half Yearly,2,
7001274,2876,17,,Agent,Salaried,Graduate,Fe male,5,Executive,1,Married,17977,0,3,325024,North,Yearly,1,3
7001275,2664,8,5,Agent,Salaried,Post Graduate,Male,4,Manager,4,Married,19025,1,3,391535,West,Yearly,3,4
7001276,4508,14,27,Agent,Small Business,UG,Fe male,4,Executive,5,Single,18785,0,14,883646,North,Yearly,4,1
7001277,5688,34,17,Agent,Small Business,Diploma,Male,4,Senior Manager,5,Married,25854,1,2,1052258,West,Yearly,0,5
7001278,3514,7,7,Agent,Small Business,Diploma,Female,4,AVP,1,Married,27031,0,9,695778,West,Yearly,6,1
7001279,5237,10,10,Online,Small Business,Under Graduate,Male,3,Manager,5,Single,24936,0,6,691226,North,Half Yearly,7,1
7001280,2515,10,,Agent,Salaried,Post Graduate,Fe male,4,Executive,3,Unmarried,17966,0,1,394893,East,Yearly,0,1
7001281,2284,,9,Third Party Partner,Small Business,UG,Male,1,Manager,1,Married,17571,0,1,248981,West,Monthly,3,3
7001282,3249,10,10,Agent,Small Business,Under Graduate,Male,4,Senior Manager,5,Married,24991,0,5,480827,West,Yearly,7,4
7001283,4228,17,13,Agent,Salaried,Graduate,Male,1,Manager,4,Married,21142,1,7,786482,West,Monthly,3,4
7001284,4690,19,14,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,4,Married,20390,0,4,581523,North,Yearly,8,3
7001285,3105,3,12,Agent,Small Business,UG,Male,1,Manager,3,Married,19404,0,1,484324,West,Monthly,2,3
7001286,4409,22,13,Agent,Salaried,Graduate,Female,3,Manager,1,Single,20993,1,8,595152,North,Half Yearly,5,4
7001287,3825,15,8,Third Party Partner,Salaried,Graduate,Male,4,Manager,4,Married,20130,0,2,715219,North,Yearly,7,1
7001288,2734,14,8,Agent,Salaried,Post Graduate,Male,4,Exe,3,Unmarried,17090,1,3,,North,Yearly,0,3
7001289,1970,8,,Third Party Partner,Salaried,Graduate,Fe male,3,Executive,3,Married,17909,1,5,275799,West,Half Yearly,0,1
7001290,2770,14,,Agent,Small Business,UG,Male,3,Executive,4,Married,18468,0,3,531878,West,Half Yearly,2,5
7001291,4517,18,,Third Party Partner,Salaried,Graduate,Male,3,Executive,1,Single,18068,0,1,605278,North,Half Yearly,6,3
7001292,4418,,27,Agent,Small Business,UG,Fe male,1,Executive,5,Married,17670,1,2,808403,West,Monthly,0,1
7001293,4246,,21,Agent,Salaried,Graduate,Male,3,Executive,3,Married,17693,0,8,704889,North,Half Yearly,0,3
7001294,5886,18,29,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,3,Single,24526,0,6,829960,West,Yearly,8,3
7001295,3036,6,9,Agent,Small Business,Under Graduate,Male,3,Manager,3,Married,20237,0,1,598003,North,Half Yearly,7,3
7001296,2091,,10,Agent,Small Business,Under Graduate,Male,1,Executive,4,Married,17426,0,3,286483,West,Monthly,3,4
7001297,2495,7,10,Agent,Salaried,Graduate,Fe male,4,Manager,3,Single,19193,1,4,386739,West,Yearly,8,1
7001298,3045,12,,Agent,Salaried,Graduate,Male,3,Executive,3,Married,17911,0,2,532852,West,Half Yearly,3,3
7001299,4062,,8,Agent,Small Business,UG,Male,3,Executive,1,Married,17661,0,3,641801,North,Half Yearly,2,3
7001300,2384,5,14,Agent,Salaried,Graduate,Male,4,Exe,3,Unmarried,17028,1,2,,West,Yearly,3,
7001301,3497,21,3,Agent,Salaried,Graduate,Female,1,Senior Manager,5,Married,24980,0,3,486111,West,Monthly,8,5
7001302,3477,21,,Agent,Salaried,Graduate,Male,1,Executive,4,Married,18298,1,1,455437,North,Monthly,5,1
7001303,3228,16,,Online,Small Business,UG,Male,1,Executive,1,Married,17935,1,3,332515,North,Monthly,0,3
7001304,7607,15,15,Agent,Salaried,Graduate,Female,4,AVP,1,Married,,0,15,1163833,North,Yearly,7,3
7001305,3789,4,4,Agent,Salaried,Graduate,Male,3,Executive,1,Single,18944,1,2,647885,West,Half Yearly,2,1
7001306,3422,3,17,Online,Salaried,Post Graduate,Fe male,1,Manager,3,Married,19011,0,3,629644,North,Monthly,3,5
7001307,2761,6,,Agent,Salaried,Graduate,Male,4,Executive,5,Single,18407,0,4,292671,West,Yearly,3,1
7001308,2969,3,18,Agent,Salaried,Graduate,Female,3,Senior Manager,4,Single,26994,0,4,299903,West,Half Yearly,11,5
7001309,3084,15,6,Agent,Salaried,Graduate,Male,3,Executive,1,Single,16232,0,6,453360,North,Half Yearly,0,5
7001310,2155,13,,Agent,Small Business,UG,Male,3,Executive,5,Unmarried,17960,0,3,394402,West,Half Yearly,3,4
7001311,6478,6,32,Agent,Salaried,Post Graduate,Female,3,VP,3,Married,34094,0,,654264,West,Half Yearly,8,4
7001312,2459,12,10,Third Party Partner,Salaried,Graduate,Fe male,5,Executive,5,Single,18919,1,1,285299,North,Yearly,7,4
7001313,4583,5,27,Agent,Small Business,Diploma,Male,3,Manager,4,Married,21825,0,9,563740,West,Half Yearly,2,3
7001314,4545,18,9,Agent,Small Business,Under Graduate,Female,4,Senior Manager,1,Married,25248,0,7,749866,West,Yearly,17,4
7001315,4413,26,18,Agent,Small Business,Diploma,Female,3,VP,5,Single,33947,0,,547226,West,Half Yearly,1,1
7001316,2624,,16,Agent,Small Business,Under Graduate,Male,3,Executive,1,Unmarried,17496,0,4,356918,North,Half Yearly,0,3
7001317,3220,13,13,Agent,Salaried,Post Graduate,Male,3,Manager,1,Married,21465,1,1,441106,West,Half Yearly,3,3
7001318,2581,15,8,Agent,Small Business,Under Graduate,Male,4,Exe,3,Unmarried,17206,0,3,,West,Yearly,8,4
7001319,2734,14,3,Agent,Large Business,Engineer,Male,3,Manager,1,Married,17086,0,1,,West,Half Yearly,0,1
7001320,3632,22,7,Agent,Small Business,Under Graduate,Male,3,Executive,1,Married,17293,1,3,562887,North,Half Yearly,0,3
7001321,3176,,19,Agent,Small Business,UG,Fe male,1,Executive,3,Married,17645,0,3,524057,North,Monthly,4,1
7001322,4244,,13,Agent,Small Business,Diploma,Male,4,Executive,3,Married,17683,1,2,445612,West,Yearly,2,4
7001323,2212,7,11,Agent,Small Business,Diploma,Female,3,Exe,1,Married,17014,0,1,,North,Half Yearly,2,
7001324,2210,11,,Agent,Salaried,Graduate,Fe male,4,Executive,5,Married,18419,1,2,327121,West,Yearly,0,1
7001325,4686,9,28,Third Party Partner,Salaried,Graduate,Female,1,Manager,5,Married,20376,0,4,782642,West,Monthly,3,3
7001326,2373,7,9,Agent,Salaried,Post Graduate,Male,3,Executive,1,Married,16951,0,2,,North,Half Yearly,0,
7001327,2775,,6,Agent,Salaried,Graduate,Female,3,Executive,5,Married,17341,0,3,527166,West,Half Yearly,0,3
7001328,2594,5,3,Agent,Salaried,Graduate,Male,5,Executive,3,Unmarried,17293,0,1,422814,West,Yearly,1,1
7001329,4982,30,5,Third Party Partner,Salaried,Graduate,Male,3,Senior Manager,3,Single,23726,0,15,508211,West,Half Yearly,7,1
7001330,2852,11,11,Third Party Partner,Small Business,UG,Fe male,3,Manager,1,Single,19011,0,1,567478,West,Half Yearly,7,3
7001331,8291,33,33,Agent,Large Business,Engineer,Female,3,VP,3,Married,34545,0,,1086095,West,Half Yearly,8,4
7001332,2348,5,5,Online,Small Business,Diploma,Male,3,Manager,3,Single,19568,0,1,274735,North,Half Yearly,7,5
7001333,2884,6,,Agent,Salaried,Graduate,Male,3,Executive,4,Married,18022,0,6,524801,North,Half Yearly,0,4
7001334,2077,8,6,Third Party Partner,Small Business,Diploma,Male,3,Manager,1,Single,20772,1,2,257573,North,Half Yearly,8,5
7001335,4145,8,17,Agent,Salaried,Graduate,Male,1,Executive,1,Married,17269,0,6,750165,West,Monthly,1,5
7001336,3872,12,12,Agent,Salaried,Graduate,Male,4,Senior Manager,3,Single,20381,1,2,604093,North,Yearly,0,5
7001337,3319,7,,Agent,Laarge Business,Engineer,Male,3,Executive,3,Single,18441,1,1,414923,West,Half Yearly,2,1
7001338,4500,18,9,Agent,Small Business,Diploma,Female,3,Manager,5,Married,20454,1,2,463488,North,Half Yearly,3,1
7001339,2986,3,15,Online,Small Business,Under Graduate,Male,4,Senior Manager,5,Married,24884,1,6,585272,North,Yearly,3,5
7001340,2299,9,9,Agent,Small Business,Diploma,Fe male,4,Manager,1,Married,19157,1,1,335631,West,Yearly,0,1
7001341,5976,18,18,Third Party Partner,Salaried,Graduate,Female,3,Senior Manager,1,Single,28458,1,18,980094,North,Half Yearly,12,1
7001342,4092,8,16,Third Party Partner,Salaried,Graduate,Male,3,Senior Manager,5,Married,24069,0,7,581026,North,Half Yearly,8,4
7001343,4563,9,27,Agent,Small Business,UG,Fe male,3,Executive,5,Married,19014,1,14,711884,East,Half Yearly,2,4
7001344,3137,6,13,Agent,Salaried,Graduate,Male,3,Manager,1,Married,20915,0,1,420392,West,Half Yearly,7,3
7001345,4409,18,13,Agent,Salaried,Graduate,Male,4,Manager,3,Married,20993,0,9,868480,West,Yearly,7,5
7001346,3174,10,10,Agent,Small Business,Under Graduate,Male,3,Manager,1,Married,21162,1,1,352347,West,Half Yearly,8,4
7001347,4177,,25,Third Party Partner,Salaried,Graduate,Female,3,Manager,1,Unmarried,17406,0,6,814601,West,Half Yearly,9,3
7001348,6073,30,36,Agent,Small Business,Under Graduate,Female,4,VP,3,Married,33740,1,,704491,West,Yearly,8,4
7001349,5659,34,17,Agent,Salaried,Graduate,Female,3,Senior Manager,5,Single,22637,0,2,730043,South,Half Yearly,9,3
7001350,3262,13,13,Agent,Large Business,Engineer,Female,3,Senior Manager,3,Married,25096,0,10,619871,West,Half Yearly,8,4
7001351,7141,43,29,Agent,Small Business,Under Graduate,Female,3,AVP,3,Married,,1,7,914104,West,Half Yearly,2,3
7001352,4085,20,12,Third Party Partner,Salaried,Graduate,Male,4,Manager,4,Single,21499,0,10,457499,North,Yearly,3,4
7001353,4698,23,5,Agent,Salaried,Graduate,Male,3,Senior Manager,5,Married,24724,0,2,657658,West,Half Yearly,0,3
7001354,3955,24,12,Third Party Partner,Small Business,Under Graduate,Male,3,Exe,5,Married,17194,0,8,,North,Half Yearly,2,1
7001355,3861,8,,Agent,Small Business,UG,Male,4,Executive,3,Married,18388,1,3,463378,North,Yearly,0,1
7001356,4914,15,5,Third Party Partner,Salaried,Graduate,Female,4,Manager,3,Single,20473,0,10,560141,West,Yearly,3,5
7001357,4426,,13,Agent,Salaried,Graduate,Male,3,Executive,4,Married,17703,0,7,690417,North,Half Yearly,4,4
7001358,2100,,4,Agent,Small Business,Under Graduate,Male,3,Executive,4,Unmarried,17501,0,1,361221,West,Half Yearly,0,3
7001359,3607,7,7,Agent,Salaried,Graduate,Male,3,Manager,4,Married,21220,0,4,642117,North,Half Yearly,9,3
7001360,2525,3,,Agent,Salaried,Graduate,Fe male,1,Executive,1,Married,18038,0,6,277785,West,Monthly,0,1
7001361,3691,22,18,Agent,Salaried,Graduate,Fe male,3,Manager,1,Single,19424,0,4,605252,North,Half Yearly,8,5
7001362,4828,29,19,Agent,Small Business,Diploma,Male,4,Manager,5,Single,19312,0,4,791792,West,Yearly,8,1
7001363,6496,32,6,Agent,Salaried,Post Graduate,Male,3,Senior Manager,5,Married,28245,1,10,714599,West,Half Yearly,0,3
7001364,7166,7,29,Agent,Small Business,Under Graduate,Male,3,Senior Manager,3,Single,28664,0,4,723766,East,Half Yearly,2,1
7001365,3003,18,9,Agent,Small Business,Under Graduate,Male,3,Manager,4,Married,20021,1,2,513539,North,Half Yearly,2,5
7001366,2415,10,5,Agent,Salaried,Graduate,Male,4,Manager,1,Married,20126,1,1,461288,West,Yearly,0,1
7001367,4465,9,,Agent,Small Business,UG,Male,4,Executive,3,Unmarried,17859,0,3,665248,East,Yearly,4,4
7001368,6310,32,38,Agent,Salaried,Graduate,Male,3,Senior Manager,1,Married,25239,0,6,1053728,North,Half Yearly,0,1
7001369,3049,12,12,Online,Small Business,Under Graduate,Female,5,Manager,1,Married,20329,1,6,588525,North,Yearly,9,1
7001370,4058,8,20,Agent,Small Business,UG,Male,3,Manager,4,Married,19325,0,2,592505,North,Half Yearly,3,5
7001371,3339,10,10,Agent,Salaried,Graduate,Male,5,Senior Manager,1,Single,22260,0,2,404019,West,Yearly,2,1
7001372,4157,,21,Agent,Large Business,Engineer,Male,3,Executive,5,Married,17322,0,5,831456,North,Half Yearly,0,3
7001373,2391,7,14,Agent,Salaried,Graduate,Male,3,Exe,1,Married,17075,0,1,,North,Half Yearly,3,3
7001374,2873,3,3,Agent,Salaried,Graduate,Male,4,Manager,1,Married,19152,0,5,379210,South,Yearly,8,4
7001375,4431,13,18,Agent,Small Business,Under Graduate,Male,4,Senior Manager,1,Single,24619,0,4,571653,North,Yearly,7,5
7001376,5701,11,11,Third Party Partner,Salaried,Graduate,Male,4,AVP,4,Married,28503,0,2,581461,North,Yearly,11,1
